2_theta_1,intensity_1,2_theta_2,intensity_2,2_theta_3,intensity_3,material_name,material_formula
19.80,100,22.43,65,15.93,65,Ilesite,"(Mn,Zn,Fe++)SO4•4(H2O)"
19.80,100,10.59,79,20.35,67,Meta-aluminite,Al2(SO4)(OH)4•5(H2O)
19.80,90,6.09,70,60.59,60,Sobotkite,"(K,Ca0.5)0.33(Mg,Al)3(Si3Al)O10(OH)2•1-5(H2O)"
19.80,100,30.27,100,16.10,60,Starkeyite,MgSO4•4(H2O)
19.76,100,37.67,70,36.76,60,Pseudomalachite,Cu5(PO4)2(OH)4
19.76,100,20.49,80,20.21,80,Alunogen,Al2(SO4)3•17(H2O)
19.76,100,20.21,80,20.49,80,Alunogen,Al2(SO4)3•17(H2O)
19.73,100,26.72,100,8.66,100,Ashburtonite,HPb4Cu++4Si4O12(HCO3)4(OH)4Cl
19.73,100,22.72,48,11.31,40,Sharpite,Ca(UO2)6(CO3)5(OH)4•6(H2O)
19.71,100,27.86,80,15.67,80,Scorodite,Fe+++AsO4•2(H2O)
19.71,100,22.38,80,15.78,70,Magnesioaubertite,"(Mg,Cu)Al(SO4)2Cl•14(H2O)"
19.71,100,20.90,69,22.48,58,Aubertite,CuAl(SO4)2Cl•14(H2O)
19.71,100,12.11,100,6.35,100,Yakhontovite,"(Ca,K)0.5(Cu,Fe+++,Mg)2Si4O10(OH)2•3(H2O)"
19.71,100,15.67,80,27.86,80,Scorodite,Fe+++AsO4•2(H2O)
19.71,100,6.35,100,12.11,100,Yakhontovite,"(Ca,K)0.5(Cu,Fe+++,Mg)2Si4O10(OH)2•3(H2O)"
19.62,100,40.78,100,47.57,100,Hongshiite,PtCu
19.62,100,34.33,100,35.16,100,Beidellite,Na0.5Al2(Si3.5Al0.5)O10(OH)2•n(H2O)
19.62,100,9.78,60,32.29,35,Synchysite-(Nd),CaNd(CO3)2F
19.59,100,36.19,90,32.80,90,Carboirite-VIII,"Fe++(Al,Ge)2 O[(Ge,Si)O4](OH)2"
19.59,100,36.19,90,32.80,90,Carboirite-III,Fe++Al2GeO5(OH)2
19.59,100,32.80,90,36.19,90,Carboirite-VIII,"Fe++(Al,Ge)2 O[(Ge,Si)O4](OH)2"
19.59,100,32.80,90,36.19,90,Carboirite-III,Fe++Al2GeO5(OH)2
19.58,100,12.30,50,15.84,50,Goosecreekite,CaAl2Si6O16•5(H2O)
19.58,100,27.51,90,34.30,80,Ferrisurite,"(Pb,Cu)2-3(CO3)1.5-2(OH,F)0.5-1[(Fe,Al)2Si4O10(OH)2]•n(H2O)"
19.58,100,15.84,50,12.30,50,Goosecreekite,CaAl2Si6O16•5(H2O)
19.58,100,15.53,70,22.94,60,Yanomamite,In(AsO4)•2(H2O)
19.58,100,5.89,70,17.83,45,Tosudite,"Na0,5(Al,Mg)6(Si,Al)8O18(OH)12•5(H2O)"
19.54,100,60.99,80,9.20,80,Ferripyrophyllite,Fe+++2Si4O10(OH)2
19.54,100,22.43,45,22.11,45,Konyaite,Na2Mg(SO4)2•5(H2O)
19.54,100,9.20,80,60.99,80,Ferripyrophyllite,Fe+++2Si4O10(OH)2
19.54,100,22.11,45,22.43,45,Konyaite,Na2Mg(SO4)2•5(H2O)
19.49,100,28.31,80,39.49,80,Gearksutite,"CaAl(OH,F)5•(H2O)"
19.49,100,39.49,80,28.31,80,Gearksutite,"CaAl(OH,F)5•(H2O)"
19.45,100,60.90,100,5.73,100,Nontronite,"Na0.3Fe+++2(Si,Al)4O10(OH)2•n(H2O)"
19.41,100,26.51,90,14.09,90,Soddyite,(UO2)2SiO4•2(H2O)
19.41,100,19.67,90,23.90,60,Arhbarite,Cu2Mg(AsO4)(OH)3
19.41,100,14.09,90,26.51,90,Soddyite,(UO2)2SiO4•2(H2O)
19.36,100,11.74,90,22.84,90,Tengerite-(Y),Y2(CO3)3•2-3(H2O)
19.36,100,26.35,70,31.03,50,Gortdrumite,"(Cu,Fe)6Hg2S5"
19.36,100,22.84,90,11.74,90,Tengerite-(Y),Y2(CO3)3•2-3(H2O)
19.36,100,22.29,80,79.47,70,Mopungite,NaSb(OH)6
19.36,100,60.46,100,5.59,80,Hectorite,"Na0,3(Mg,Li)3Si4O10(OH)2"
19.32,100,23.89,90,35.48,80,Lenoblite,V2O4•2(H2O)
19.28,100,30.81,80,48.65,30,Holfertite,U++++++1.75TiCa0.25 O7.5(H2O)3
19.28,100,27.77,90,20.69,80,Rutherfordine,UO2(CO3)
19.28,100,27.00,77,27.86,76,Sborgite,NaB5O6(OH)4•3(H2O)
19.28,100,48.65,80,52.32,30,Holfertite,U++++++1.75TiCa0.25 O7.5(H2O)3
19.24,100,11.05,90,37.31,80,Pharmacosiderite,KFe+++4(AsO4)3(OH)4•6-7(H2O)
19.22,100,26.27,60,19.36,50,Gilmarite,Cu3(AsO4)(OH)3
19.20,100,33.93,50,38.10,20,Feitknechtite,beta-Mn+++O(OH)
19.20,100,23.20,90,27.33,85,Ohmilite,"Sr3(Ti,Fe+++)(Si2O6)2(O,OH)•2-3(H2O)"
19.20,-,15.34,-,15.21,-,Rubicline,"(Rb,K)AlSi3O8"
19.20,100,72.29,100,5.52,100,Perlialite,K8Tl4Al12Si24O72•20(H2O)
19.20,100,26.51,100,38.44,80,Bottinoite,NiSb+++++2(OH)12•6(H2O)
19.17,100,30.34,100,31.28,100,Thomsonite-Ca,NaCa2Al5Si5O20•6(H2O)
19.17,100,33.50,60,25.89,40,Xocomecatlite,Cu3Te++++++O4(OH)4
19.13,100,26.25,70,17.92,50,Brandholzite,Mg[Sb(OH)6]2•6(H2O)
19.12,100,11.02,92,17.84,68,Cejkaite,Na4(UO2)(CO3)3
19.11,100,18.51,100,39.67,50,Felsobanyaite,Al4(SO4)(OH)10•5(H2O)
19.11,100,28.30,100,30.54,100,Amblygonite,"(Li,Na)Al(PO4)(F,OH)"
19.08,100,27.46,100,32.85,70,Mawbyite,"Pb(Fe+++Zn)2(AsO4)2(OH,H2O)2"
19.03,100,36.19,60,33.67,60,Woodruffite,"(Zn,Mn++)2Mn++++5O12•4(H2O)"
19.03,100,32.29,80,19.45,80,Mounanaite,PbFe+++2(VO4)2(OH)2
19.03,100,30.57,80,27.27,40,Brewsterite-Sr,"(Sr,Ba)Al4Si12O32•10(H2O)"
19.03,100,30.57,80,27.27,40,Brewsterite-Ba,"(Ba,Sr)Al2Si6O16•5(H2O)"
19.03,100,25.65,100,33.93,70,Coffinite,U(SiO4)1-x(OH)4x
19.03,100,33.67,60,36.19,60,Woodruffite,"(Zn,Mn++)2Mn++++5O12•4(H2O)"
19.03,100,19.45,80,32.29,80,Mounanaite,PbFe+++2(VO4)2(OH)2
19.01,100,26.91,90,40.72,80,Akatoreite,"(Mn++,Fe++)9Al2Si8O24(OH)8"
18.99,100,16.10,100,17.37,80,Pascoite,Ca3V10O28•17(H2O)
18.98,100,28.31,100,26.09,90,Tancoite,HNa2LiAl(PO4)2(OH)
18.95,100,26.35,90,9.41,70,Kratochvilite,(C6H4)2CH2
18.92,100,20.46,80,8.73,70,Metavauxite,Fe++Al2(PO4)2(OH)2•8(H2O)
18.91,100,27.22,88,31.19,70,Thometzekite,"Pb(Cu,Zn)2(AsO4)2•2(H2O)"
18.91,100,36.70,75,38.37,45,Nitrobarite,Ba(NO3)2
18.91,30,20.74,20,29.95,100,Pautovite,CsFe2S3
18.91,100,27.33,100,44.65,90,Yttrotungstite-(Y),YW2O6(OH)3
18.87,100,38.28,70,31.06,65,Hieratite,K2SiF6
18.87,100,26.81,50,31.19,40,Orthominasragrite,VO(SO4)•5(H2O)
18.87,100,36.65,50,23.20,50,Doloresite,H8V++++6O16
18.87,100,23.20,50,36.65,50,Doloresite,H8V++++6O16
18.87,100,30.58,100,30.95,100,Larderellite,(NH4)B5O6(OH)4
18.85,100,26.64,47,25.14,45,Lunijianlaite,LiAl6(Si7Al)O20(OH)10
18.84,100,25.39,100,18.60,100,Acuminite,SrAlF4(OH)•(H2O)
18.83,100,38.61,100,22.32,90,Donbassite,Al2[Al2.33][Si3AlO10](OH)8
18.81,100,28.37,70,9.37,68,Lithiophorite,"(Al,Li)Mn++++O2(OH)2"
18.78,100,29.24,80,13.74,70,Kinoite,Ca2Cu2Si3O8(OH)4
18.78,100,34.99,100,36.06,100,Cornubite,Cu5(AsO4)2(OH)4
18.76,100,28.91,75,29.77,75,Wardite,NaAl3(PO4)2(OH)4•2(H2O)
18.76,100,29.77,75,28.91,75,Wardite,NaAl3(PO4)2(OH)4•2(H2O)
18.74,100,23.97,85,22.26,60,Chalcanthite,CuSO4•5(H2O)
18.74,100,18.47,100,18.31,100,Millisite,"(Na,K)CaAl6(PO4)4(OH)9•3(H2O)"
18.74,100,18.31,100,18.47,100,Millisite,"(Na,K)CaAl6(PO4)4(OH)9•3(H2O)"
18.74,100,26.65,100,29.51,70,Dwornikite,"(Ni,Fe++)SO4•(H2O)"
18.73,100,20.23,100,33.64,100,Flinkite,Mn++2Mn+++(AsO4)(OH)4
18.73,100,47.25,90,36.06,50,Jacquesdietrichite,Cu2[BO(OH)2](OH)3
18.73,100,22.54,90,47.25,50,Jacquesdietrichite,Cu2[BO(OH)2](OH)3
18.70,70,50.11,70,40.04,70,Fullerite,C60
18.70,70,40.04,70,50.11,70,Fullerite,C60
18.70,70,40.04,70,39.31,70,Fullerite,C60
18.63,100,33.09,95,21.00,65,Metavariscite,AlPO4•2(H2O)
18.63,100,28.87,80,9.72,60,Kleemanite,ZnAl2(PO4)2(OH)2•3(H2O)
18.63,-,11.47,-,8.03,-,Karpinskite,"(Mg,Ni)2Si2O5(OH)2 (?)"
18.60,100,18.84,100,25.39,100,Acuminite,SrAlF4(OH)•(H2O)
18.59,100,13.85,80,28.04,70,Mangangordonite,"(Mn++,Fe++,Mg)Al2(PO4)2(OH)2•8(H2O)"
18.59,100,27.25,100,13.85,75,Pitiglianoite,Na6K2Si6Al6O24(SO4)•2(H2O)
18.55,100,39.86,40,37.60,40,Nordstrandite,Al(OH)3
18.55,100,23.72,80,21.81,80,Derriksite,Cu4(UO2)(SeO3)2(OH)6
18.55,100,37.60,40,39.86,40,Nordstrandite,Al(OH)3
18.55,100,21.81,80,23.72,80,Derriksite,Cu4(UO2)(SeO3)2(OH)6
18.51,100,19.11,100,39.67,50,Felsobanyaite,Al4(SO4)(OH)10•5(H2O)
18.51,100,25.47,92,23.59,33,Wupatkiite,"(Co,Mg,Ni)Al2(SO4)4•22(H2O)"
18.51,100,25.35,78,17.48,70,Lishizhenite,ZnFe+++2(SO4)4•14(H2O)
18.51,100,34.60,100,9.26,100,Chalcophyllite,Cu++18Al2(AsO4)3(SO4)3(OH)27•33(H2O)
18.49,100,34.02,47,15.09,39,Zincolibethenite,CuZn(PO4)OH
18.49,100,38.10,40,45.98,30,Doyleite,Al(OH)3
18.48,100,27.16,73,33.64,58,IMA2008-065,"(Na,K)6Ca2(Si6Al6O24)Cl2(CO3)"
18.47,100,21.93,50,29.55,25,Haggite,V2O2(OH)3
18.47,100,18.87,65,29.72,50,Humboldtine,Fe++(C2O4)•2(H2O)
18.47,100,18.74,100,18.31,100,Millisite,"(Na,K)CaAl6(PO4)4(OH)9•3(H2O)"
18.47,100,24.23,100,27.16,100,Davyne,Na4K2Ca2Si6Al6O24(SO4)Cl2
18.45,100,15.18,89,25.19,84,Gladiusite,"Fe++2(Fe+++,Mg)4(PO4)(OH)13•H2O"
18.43,100,17.87,100,22.78,90,Xitieshanite,Fe+++(SO4)(Cl)•7(H2O)
18.43,100,34.06,100,15.13,90,Libethenite,Cu2(PO4)(OH)
18.43,100,20.74,100,12.69,100,Arthurite,"CuFe+++2(AsO4,PO4,SO4)2(O,OH)2•4(H2O)"
18.43,100,24.10,100,27.08,100,Microsommite,"(Na,Ca,K)7-8(Si,Al)12O24(Cl,SO4)2-3"
18.43,100,20.64,100,25.43,100,Halotrichite,Fe++Al2(SO4)4•22(H2O)
18.43,100,21.95,69,17.52,43,Romerite,Fe++Fe+++2(SO4)4•14(H2O)
18.42,100,16.85,90,12.10,80,Eakerite,Ca2SnAl2Si6O18(OH)2•2(H2O)
18.42,100,18.85,84,29.78,58,Lindbergite,Mn(C2O4)•2(H2O)
18.39,100,33.15,53,22.21,47,Orpiment,As2S3
18.39,100,25.35,90,20.54,35,Pickeringite,MgAl2(SO4)4•22(H2O)
18.39,100,20.45,40,20.64,20,Gibbsite,Al(OH)3
18.39,100,15.59,90,35.02,65,Borax,Na2B4O5(OH)4•8(H2O)
18.39,100,36.73,100,9.20,100,Asbolane,"(Co,Ni)1-y(Mn++++O2)2-x(OH)2-2y+2x•n(H2O)"
18.35,100,7.96,50,12.51,40,Zincaluminite,Zn6Al6(SO4)2(OH)26•5(H2O)
18.35,100,20.54,100,21.60,100,Kalinite,KAl(SO4)2•11(H2O)
18.32,-,20.06,-,20.98,-,Akdalaite,5(Al2O3)•(H2O)
18.31,100,34.60,60,9.14,60,Cyanophyllite,Cu++5Al2(SbO4)3(OH)7•9(H2O)
18.31,100,32.79,82,31.15,80,Noelbensonite,BaMn+++2(Si2O7)(OH)2•(H2O)
18.31,100,9.14,60,34.60,60,Cyanophyllite,Cu++5Al2(SbO4)3(OH)7•9(H2O)
18.31,100,18.47,100,18.74,100,Millisite,"(Na,K)CaAl6(PO4)4(OH)9•3(H2O)"
18.31,100,9.17,100,32.57,60,Utahite,Cu5Zn3(Te++++++O4)4(OH)8•7(H2O)
18.30,100,37.09,45,43.08,35,Cryptohalite,(NH4)2SiF6
18.28,100,12.93,64,25.09,57,Pattersonite,"PbFe3(PO4)2(OH)4(H2O,OH)2"
18.28,100,33.69,80,27.98,80,Cyrilovite,NaFe+++3(PO4)2(OH)4•2(H2O)
18.28,100,28.35,85,12.30,78,Zektzerite,NaLiZrSi6O15
18.28,100,23.52,38,19.98,16,Alpersite,"(Mg,Cu)SO4•7H2O"
18.28,100,27.98,80,33.69,80,Cyrilovite,NaFe+++3(PO4)2(OH)4•2(H2O)
18.24,100,34.94,85,24.71,75,Antlerite,Cu3(SO4)(OH)4
18.20,100,23.64,75,18.39,55,Bieberite,CoSO4•7(H2O)
18.16,100,30.81,80,19.67,80,Kolbeckite,ScPO4•2(H2O)
18.16,100,23.58,70,18.39,45,Zincmelanterite,"(Zn,Cu,Fe++)SO4•7(H2O)"
18.16,100,19.67,80,30.81,80,Kolbeckite,ScPO4•2(H2O)
18.14,100,23.54,21,16.12,14,Caichengyunite,Fe++3Al2(SO4)6•30(H2O)
18.13,100,38.61,90,21.29,80,Cualstibite,Cu++6Al3Sb3(OH)36
18.13,100,33.41,100,36.65,50,Mayenite,Ca12Al14O33
18.13,100,28.04,70,44.39,60,Glushinskite,Mg(C2O4)•2(H2O)
18.13,100,24.43,90,27.25,80,Tikhonenkovite,SrAl(OH)F4•(H2O)
18.13,100,23.84,80,15.90,60,Siderotil,Fe++SO4•5(H2O)
18.13,100,18.37,43,31.96,33,Boothite,CuSO4•7(H2O)
18.13,100,36.65,100,29.76,50,Mayenite,Ca12Al14O33
18.10,100,48.18,100,38.40,88,Zincalstibite,Zn2AlSb(OH)12
18.09,100,23.52,64,27.59,20,Melanterite,Fe++SO4•7(H2O)
18.06,100,15.66,90,20.30,60,Wilcoxite,MgAl(SO4)2F•18(H2O)
18.05,100,19.85,80,16.25,80,Chvaleticeite,"(Mn++,Mg)SO4•6(H2O)"
18.05,100,15.59,70,20.16,50,Svyazhinite,MgAl(SO4)2F•14(H2O)
18.05,100,16.25,80,19.85,80,Chvaleticeite,"(Mn++,Mg)SO4•6(H2O)"
18.01,100,16.13,70,18.16,55,Mallardite,Mn++SO4•7(H2O)
18.00,100,19.34,85,22.39,50,Ludlamite,"(Fe++,Mg,Mn)3(PO4)2•4(H2O)"
17.98,100,12.30,50,10.09,50,Flagstaffite,C10H22O3
17.98,100,11.63,100,5.80,100,Uranospathite,Al1-x[ ]x[(UO2)(PO4)]2(H2O)20+3xF1-3x
17.98,100,10.09,50,12.30,50,Flagstaffite,C10H22O3
17.98,100,5.80,100,11.63,100,Uranospathite,Al1-x[ ]x[(UO2)(PO4)]2(H2O)20+3xF1-3x
17.94,100,26.27,80,21.98,60,Idrialite,C22H14
17.93,100,25.75,100,18.74,80,Metadelrioite,CaSrV2O6(OH)2•(H2O)
17.90,100,15.87,80,26.75,80,Chadwickite,(UO2)H(AsO3)
17.90,100,26.75,80,15.87,80,Chadwickite,(UO2)H(AsO3)
17.90,100,17.80,85,23.58,80,Letovicite,(NH4)3H(SO4)2
17.87,100,12.20,80,35.02,60,Turanite,Cu5(VO4)2(OH)4
17.87,100,8.33,90,9.27,85,Mcauslanite,HFe++3Al2(PO4)4F•18(H2O)
17.87,100,18.43,100,22.78,90,Xitieshanite,Fe+++(SO4)(Cl)•7(H2O)
17.83,100,28.31,80,24.78,60,Butlerite,Fe+++(SO4)(OH)•2(H2O)
17.83,100,27.86,80,21.45,60,Brassite,Mg(AsO3OH)•4(H2O)
17.80,100,27.33,85,29.26,75,Moskvinite-(Y),"Na2K(Y,REE) [Si6O15]"
17.80,100,29.76,100,21.87,80,Spiroffite,"(Mn,Zn)2Te3O8"
17.80,100,29.16,100,43.69,90,Ursilite,"(Mg,Ca)4[(UO2)4(OH)5/(Si2O5)5.5]•13(H2O)"
17.76,100,28.68,100,15.13,60,Parabutlerite,Fe+++(SO4)(OH)•2(H2O)
17.72,100,20.93,80,14.07,60,Cervelleite,Ag4TeS
17.72,100,31.70,100,16.40,100,Atacamite,Cu2Cl(OH)3
17.72,100,27.59,100,42.82,80,Vanuranylite,"(H3O,Ba,Ca,K)1.6(UO2)2V2O8•4(H2O) (?)"
17.69,100,30.23,35,25.19,25,Metamunirite,Na2[V+++++2O6]  or  NaVO3
17.62,100,38.96,80,30.06,80,Mackinawite,"(Fe,Ni)S0.9"
17.62,100,25.06,90,35.76,75,Kamiokite,Fe2Mo3O8
17.62,100,15.93,100,9.34,100,Chabazite-K,"(K2,Ca,Na2,Mg)[Al2Si4O12]•6(H2O)"
17.62,100,15.93,100,9.34,100,Chabazite-Na,"(Na2,K2,Ca,Mg)[Al2Si4O12]•6(H2O)"
17.62,100,30.06,80,38.96,80,Mackinawite,"(Fe,Ni)S0.9"
17.62,100,9.34,100,15.93,100,Chabazite-Na,"(Na2,K2,Ca,Mg)[Al2Si4O12]•6(H2O)"
17.62,100,9.34,100,15.93,100,Chabazite-K,"(K2,Ca,Na2,Mg)[Al2Si4O12]•6(H2O)"
17.60,100,23.07,100,9.69,100,Sieleckiite,Cu3Al4(PO4)2(OH)12•2(H2O)
17.58,100,17.14,100,16.16,80,Grandidierite,"(Mg,Fe++)Al3(BO4)(SiO4)O"
17.58,100,15.56,70,26.55,30,Ferrocarpholite,"(Fe++,Mg)Al2Si2O6(OH)4"
17.58,100,35.63,77,30.30,44,Melanothallite,Cu2OCl2
17.55,100,29.71,65,15.00,59,Galgenbergite-(Ce),Ca(REE)2(CO3)4•(H2O)
17.55,100,32.65,80,29.86,80,Brazilianite,NaAl3(PO4)2(OH)4
17.55,100,17.00,90,41.38,75,Ominelite,"(Fe++,Mg)Al3BSiO9"
17.55,100,15.90,75,17.94,65,Phosphammite,(NH4)2HPO4
17.55,100,29.86,80,32.65,80,Brazilianite,NaAl3(PO4)2(OH)4
17.55,100,41.38,90,32.05,75,Ominelite,"(Fe++,Mg)Al3BSiO9"
17.51,100,29.16,80,28.59,70,Natrojarosite,NaFe+++3(SO4)2(OH)6
17.51,100,16.01,100,12.64,60,Dinite,C20H36
17.48,100,23.38,94,29.42,89,Lecontite,"(NH4,K)Na(SO4)•2(H2O)"
17.48,100,21.91,85,39.91,75,Bigcreekite,BaSi2O5•4(H2O)
17.48,100,36.65,70,9.90,70,Zaratite,Ni3(CO3)(OH)4•4(H2O)
17.48,100,21.55,80,24.78,20,Cupalite,"(Cu,Zn)Al"
17.48,100,9.90,70,36.65,70,Zaratite,Ni3(CO3)(OH)4•4(H2O)
17.44,100,23.71,100,27.51,100,Chayesite,"K(Mg,Fe++)4Fe+++(Si12O30)"
17.44,100,34.10,57,23.52,39,IMA2008-069,Na3Y(CO3)3•6H2O
17.44,100,9.00,57,34.10,39,IMA2008-069,Na3Y(CO3)3•6H2O
17.41,100,30.06,57,9.78,53,Makatite,Na2Si4O8(OH)2•4(H2O)
17.41,100,26.43,100,27.00,100,Jungite,Ca2Zn4Fe+++8(PO4)9(OH)9•16(H2O)
17.37,100,28.49,90,28.87,65,Hydroniumjarosite,(H3O)Fe+++3(SO4)2(OH)6
17.37,100,44.37,100,8.75,60,Uranocircite,Ba(UO2)2(PO4)2•12(H2O)
17.33,100,35.04,91,41.60,57,Chestermanite,"Mg2(Fe+++,Mg,Al,Sb+++++)BO3O2"
17.32,100,7.30,56,34.24,32,Montgomeryite,Ca4MgAl4(PO4)6(OH)4•12(H2O)
17.31,100,35.67,70,35.21,70,Ludwigite,Mg2Fe+++BO5
17.31,100,12.40,90,29.47,80,Coyoteite,NaFe3S5•2(H2O)
17.31,100,35.21,70,35.67,70,Ludwigite,Mg2Fe+++BO5
17.27,100,27.39,100,31.76,60,Poudretteite,KNa2B3Si12O30
17.25,100,22.74,70,16.31,60,Minasragrite,VO(SO4)•5(H2O)
17.24,100,26.19,80,19.58,60,Lautenthalite,PbCu++4(OH)6(SO4)2•3(H2O)
17.24,100,24.85,70,11.45,70,Nitrocalcite,Ca(NO3)2•4(H2O)
17.24,28,19.49,43,24.22,32,Qaqarssukite-(Ce),"Ba(Ce,REE)(CO3)2F"
17.24,100,15.93,91,23.71,78,Pararealgar,AsS
17.24,100,8.52,100,10.66,90,Mooreite,"(Mg,Zn,Mn)15(SO4)2(OH)26•8(H2O)"
17.24,100,27.77,100,35.74,90,Paralaurionite,PbCl(OH)
17.24,100,11.45,70,24.85,70,Nitrocalcite,Ca(NO3)2•4(H2O)
17.20,100,34.14,60,7.19,50,Kingsmountite,"(Ca,Mn++)4(Fe++,Mn++)Al4(PO4)6(OH)4•12(H2O)"
17.20,100,16.19,60,22.66,50,Patronite,VS4
17.14,100,33.93,90,34.06,70,Ikaite,CaCO3•6(H2O)
17.14,100,27.34,58,31.47,27,Pararsenolamprite,As
17.14,100,17.58,100,16.16,80,Grandidierite,"(Mg,Fe++)Al3(BO4)(SiO4)O"
17.10,100,7.36,60,30.73,50,Zodacite,Ca4Mn++Fe+++4(PO4)6(OH)4•12(H2O)
17.07,100,20.59,70,16.37,70,Boralsilite,Al16B6Si2O27
17.07,100,16.37,70,20.59,70,Boralsilite,Al16B6Si2O27
16.97,100,40.41,50,23.77,40,Anyuiite,"Au(Pb,Sb)2"
16.97,100,30.22,80,10.97,60,Haidingerite,Ca(AsO3OH)•(H2O)
16.97,100,25.14,80,20.26,50,Metastudtite,UO4•2(H2O)
16.94,100,30.17,90,24.78,80,Komkovite,BaZrSi3O9•3(H2O)
16.94,100,29.55,34,50.17,31,Calciohilairite,CaZrSi3O9•3(H2O)
16.94,100,16.31,80,17.80,75,Werdingite,"(Mg,Fe)2Al14B4Si4O37"
16.94,100,8.45,82,25.53,54,Christelite,Zn3Cu2(SO4)2(OH)6•4(H2O)
16.91,100,1-,60,27.41,40,Ilinskite,NaCu5O2(SeO3)2Cl
16.87,100,20.40,50,23.97,40,Henmilite,Ca2Cu[B(OH)4]2(OH)4
16.81,100,14.78,95,30.81,70,Nasinite,Na2B5O8(OH)•2(H2O)
16.78,100,14.75,60,28.13,50,Hilairite,Na2ZrSi3O9•3(H2O)
16.78,100,26.91,100,33.93,100,Iraqite-(La),"K(La,Ce,Th)2(Ca,Na)4(Si,Al)16O40"
16.75,100,9.89,80,27.19,40,Ferrostrunzite,Fe++Fe+++2(PO4)2(OH)2•6(H2O)
16.75,100,27.52,100,26.76,74,Litvinskite,"Na2([ ],Na,Mn)Zr[Si6O12(OH,O)6]"
16.71,100,33.15,100,21.76,55,Kermesite,Sb2S2O
16.71,100,33.68,100,56.44,100,Murdochite,"PbCu6O8-x(Cl,Br)2x"
16.71,100,28.68,100,33.72,100,Berborite,"Be2(BO3)(OH,F)•(H2O)"
16.59,100,31.59,90,12.00,80,Euchroite,Cu2(AsO4)(OH)•3(H2O)
16.59,100,9.96,80,27.27,40,Ferristrunzite,Fe+++Fe+++2(PO4)2(OH)3•5(H2O)
16.49,100,27.33,80,26.24,80,Narsarsukite,"Na2(Ti,Fe+++)Si4(O,F)11"
16.49,100,26.24,80,27.33,80,Narsarsukite,"Na2(Ti,Fe+++)Si4(O,F)11"
16.43,100,38.96,70,44.14,50,Pinnoite,MgB2O4•3(H2O)
16.43,100,17.94,90,26.59,80,Chalcomenite,CuSeO3•2(H2O)
16.40,100,47.57,90,28.59,50,Sulvanite,Cu3VS4
16.40,100,41.78,50,18.63,40,Vyalsovite,FeS•Ca(OH)2•Al(OH)3
16.40,100,27.95,90,32.78,80,Realgar,AsS
16.40,100,17.72,100,31.70,100,Atacamite,Cu2Cl(OH)3
16.40,100,32.78,90,30.38,80,Realgar,AsS
16.37,100,48.93,50,8.08,40,Tochilinite,"6Fe0.9S•5(Mg,Fe++)(OH)2"
16.37,100,38.78,50,48.93,40,Tochilinite,"6Fe0.9S•5(Mg,Fe++)(OH)2"
16.31,100,27.00,80,16.01,50,Ammonioleucite,"(NH4,K)AlSi2O6"
16.28,100,39.67,80,32.65,60,Paratacamite,"(Cu,Zn)2(OH)3Cl"
16.28,100,22.09,14,33.97,10,Eriochalcite,CuCl2•2(H2O)
16.28,100,32.90,100,86.90,100,Arsenolamprite,As
16.28,100,32.65,80,32.41,60,Paratacamite,"(Cu,Zn)2(OH)3Cl"
16.25,100,20.35,100,28.87,90,Mansfieldite,AlAsO4•2(H2O)
16.22,100,19.85,100,12.91,80,Boyleite,"(Zn,Mg)SO4•4(H2O)"
16.21,100,32.47,69,39.91,39,Gillardite,Cu3NiCl2(OH)6
16.19,100,53.04,85,51.44,78,Rosenbergite,AlF3•3(H2O)
16.19,100,32.63,70,32.33,60,Clinoatacamite,Cu2(OH)3Cl
16.16,100,10.37,70,23.14,60,Coskrenite-(Ce),"(Ce,Nd,La)2(SO4)2(C2O4)•8(H2O)"
16.16,100,23.14,70,13.16,60,Coskrenite-(Ce),"(Ce,Nd,La)2(SO4)2(C2O4)•8(H2O)"
16.13,100,27.77,75,27.33,60,Mirabilite,Na2SO4•10(H2O)
16.11,100,8.02,90,21.77,50,Niedermayrite,Cu4Cd(SO4)2(OH)6•4(H2O)
16.10,100,14.53,90,17.04,70,Refikite,C19H31COOH
16.10,100,10.09,100,12.10,90,Swartzite,CaMg(UO2)(CO3)3•12(H2O)
16.10,100,18.99,100,17.37,80,Pascoite,Ca3V10O28•17(H2O)
16.10,100,10.78,100,30.99,80,Bobkingite,Cu5Cl2(OH)8(H2O)2
16.08,100,26.88,100,39.28,100,Diaboleite,Pb2CuCl2(OH)4
16.04,100,31.54,-,11.16,-,Caoxite,Ca(C2O4)•3(H2O)
16.04,100,49.47,90,37.62,90,Tarkianite,"(Cu,Fe)(Re,Mo)4S8"
16.04,100,37.62,90,49.47,90,Tarkianite,"(Cu,Fe)(Re,Mo)4S8"
16.04,100,37.62,90,30.97,90,Tarkianite,"(Cu,Fe)(Re,Mo)4S8"
16.01,100,17.51,100,12.64,60,Dinite,C20H36
16.01,100,32.39,70,20.99,60,Rokuhnite,Fe++Cl2•(H2O)
15.98,100,32.29,90,19.58,90,Andalusite,Al2SiO5 = Al[6]Al[5]OSiO4
15.98,100,8.51,34,13.42,33,Hartite,C20H34
15.98,100,19.58,90,32.29,90,Andalusite,Al2SiO5 = Al[6]Al[5]OSiO4
15.96,100,11.42,90,12.86,80,Roubaultite,Cu2(UO2)3(CO3)2O2(OH)2•4(H2O)
15.95,100,32.44,52,32.11,52,Belloite,Cu(OH)Cl
