2_theta_1,intensity_1,2_theta_2,intensity_2,2_theta_3,intensity_3,material_name,material_formula
15.95,100,32.11,52,32.44,52,Belloite,Cu(OH)Cl
15.93,100,17.62,100,9.34,100,Chabazite-Na,"(Na2,K2,Ca,Mg)[Al2Si4O12]•6(H2O)"
15.93,100,17.62,100,9.34,100,Chabazite-K,"(K2,Ca,Na2,Mg)[Al2Si4O12]•6(H2O)"
15.84,100,28.97,80,35.31,80,Bandylite,CuB(OH)4Cl
15.84,100,16.13,40,30.55,40,Nickelbischofite,NiCl2•6(H2O)
15.84,100,35.31,80,28.97,80,Bandylite,CuB(OH)4Cl
15.84,100,30.55,40,16.13,40,Nickelbischofite,NiCl2•6(H2O)
15.81,100,5.93,100,27.01,80,Szymanskiite,"Hg+16(Ni,Mg)6(H3O)8(CO3)12•3(H2O)"
15.81,100,26.35,100,13.01,60,Minyulite,"KAl2(PO4)2(OH,F)•4(H2O)"
15.77,100,34.58,90,25.06,80,Tunisite,NaCa2Al4(CO3)4(OH)8Cl
15.73,100,20.57,100,28.44,80,Carboborite,Ca2Mg(CO3)2B2(OH)8•4(H2O)
15.67,100,12.12,75,14.94,70,Ceruleite,Cu2Al7(AsO4)4(OH)13•12(H2O)
15.64,100,37.44,80,34.88,70,Botallackite,Cu2Cl(OH)3
15.64,100,34.60,45,17.65,45,Magnesiocarpholite,MgAl2Si2O6(OH)4
15.64,100,30.17,95,25.43,65,Orpheite,"PbAl3(PO4,SO4)2(OH)6 (?)"
15.64,100,27.33,100,17.69,90,Inderite,MgB3O3(OH)5•5(H2O)
15.64,100,23.64,100,6.18,100,Faujasite-Na,"(Na2,Ca,Mg)3.5[Al7Si17O48]•32(H2O)"
15.64,100,23.64,100,6.18,100,Faujasite-Ca,"(Ca,Na2,Mg)3.5[Al7Si17O48]•32(H2O)"
15.64,100,23.64,100,6.18,100,Faujasite-Mg,"(Mg,Na2,Ca)3.5[Al7Si17O48]•32(H2O)"
15.64,100,17.65,45,34.60,45,Magnesiocarpholite,MgAl2Si2O6(OH)4
15.62,100,31.62,94,24.94,90,Kanonaite,"(Mn+++,Al)AlSiO5"
15.62,100,11.15,100,6.79,100,Andersonite,Na2Ca(UO2)(CO3)3•6(H2O)
15.62,100,6.79,100,11.15,100,Andersonite,Na2Ca(UO2)(CO3)3•6(H2O)
15.59,100,32.41,60,58.56,60,Yushkinite,"V1-xS•n(Mg,Al)(OH)2"
15.59,100,58.56,60,32.41,60,Yushkinite,"V1-xS•n(Mg,Al)(OH)2"
15.56,100,25.99,80,29.84,75,Ahlfeldite,"(Ni,Co)SeO3•2(H2O)"
15.53,100,26.31,16,54.23,14,Dawsonite,NaAl(CO3)(OH)2
15.53,100,25.14,91,31.25,78,Acetamide,CO(CH3)(NH2)
15.53,100,13.93,95,27.16,30,Kladnoite,C6H4(CO)2NH
15.52,100,34.29,100,29.28,90,Potassiccarpholite,"(K,Na,[ ])(Li,Mn++)2Al)4Si4O12(OH)4(F,OH)4"
15.51,100,7.75,100,26.43,60,Valleriite,"4(Fe,Cu)S•3(Mg,Al)(OH)2"
15.48,100,12.15,90,27.47,60,Faheyite,"(Mn,Mg)Fe+++2Be2(PO4)4•6(H2O)"
15.45,100,36.43,81,32.78,39,Kapellasite,Cu3Zn(OH)6Cl2
15.45,100,33.28,80,10.90,80,Orschallite,Ca3(SO3)2SO4•12(H2O)
15.45,100,17.44,70,34.20,50,Carpholite,MnAl2Si2O6(OH)4
15.45,100,10.90,80,33.28,80,Orschallite,Ca3(SO3)2SO4•12(H2O)
15.42,100,51.75,85,31.03,75,Ralstonite,"NaxMgxAl2-x(F,OH)6•(H2O)"
15.42,100,12.46,100,27.52,70,Poughite,Fe+++2(TeO3)2(SO4)•3(H2O)
15.41,100,31.11,17,47.44,9,Haydeeite,Cu3Mg(OH)6Cl2
15.40,100,33.91,26,28.97,22,Vanadiocarpholite,Mn++V+++Al(Si2O6)(OH)4
15.40,100,14.05,50,20.35,40,Widgiemoolthalite,"(Ni,Mg)5(CO3)4(OH)2•4-5(H2O)"
15.40,100,33.15,100,36.73,90,Claringbullite,Cu++4(OH)7Cl
15.37,100,30.64,35,25.84,25,Tolbachite,CuCl2
15.37,100,28.97,80,10.93,80,Grimselite,K3Na(UO2)(CO3)3•(H2O)
15.37,100,35.60,100,24.03,80,Painite,CaZrB[Al9O18]
15.37,100,10.93,80,28.97,80,Grimselite,K3Na(UO2)(CO3)3•(H2O)
15.35,100,48.35,48,28.30,35,Catamarcaite,Cu6GeWS8
15.34,100,13.24,85,26.83,50,Hydroboracite,CaMgB6O8(OH)6•3(H2O)
15.29,100,30.82,82,9.61,39,Hydromagnesite,Mg5(CO3)4(OH)2•4(H2O)
15.28,100,25.44,90,22.90,48,Bobjonesite,VO(SO4)(H2O)3
15.26,100,16.91,90,11.60,90,Indigirite,Mg2Al2(CO3)4(OH)2•15(H2O)
15.26,100,11.60,90,16.91,90,Indigirite,Mg2Al2(CO3)4(OH)2•15(H2O)
15.23,100,17.61,73,35.66,69,Panichiite,(NH4)2SnCl6
15.23,100,9.48,89,15.59,43,Hellyerite,NiCO3•6(H2O)
15.20,100,15.09,80,28.19,15,Hydromolysite,FeCl3•6(H2O)
15.18,100,22.90,100,7.61,100,Kolovratite,Hydrous vanadate of Ni and Zn
15.16,100,32.90,72,17.80,61,Jokokuite,MnSO4•5(H2O)
15.16,100,21.45,70,22.26,60,Anthonyite,"Cu(OH,Cl)2•3(H2O)"
15.15,100,9.11,100,28.41,90,Dickthomssenite,Mg(V+++++2O6)•7(H2O)
15.13,100,34.60,80,28.22,25,Scacchite,MnCl2
15.13,100,29.45,95,39.56,45,Beaverite,"PbCu++(Fe+++,Al)2(SO4)2(OH)6"
15.13,100,31.00,100,13.42,90,Scolecite,CaAl2Si3O10•3(H2O)
15.08,100,37.92,50,46.64,45,Leonite,K2Mg(SO4)2•4(H2O)
15.05,100,30.34,78,28.97,62,Elsmoreite,WO3•0.5(H2O)
15.05,100,29.16,90,40.04,60,Benauite,HSrFe+++3(PO4)2(OH)6
15.05,100,40.04,90,24.37,60,Benauite,HSrFe+++3(PO4)2(OH)6
15.03,100,34.88,50,84.56,10,Chloromagnesite,MgCl2
15.03,100,30.38,50,34.88,10,Chloromagnesite,MgCl2
15.03,100,24.30,90,30.53,80,Clinochalcomenite,CuSeO3•2(H2O)
15.03,100,11.04,100,28.40,90,Dewindtite,Pb3[H(UO2)3O2(PO4)2]2•12(H2O)
15.01,100,6.92,90,31.13,80,Mourite,U++++Mo++++++5O12(OH)10
15.00,100,11.12,81,22.54,71,Deliensite,Fe++(UO2)2(SO4)2(OH)2•3(H2O)
14.98,100,9.30,90,28.22,70,Zanazziite,"Ca2(Mg,Fe++)(Mg,Fe++,Al,Mn,Fe+++)4Be4(PO4)6(OH)4•6(H2O)"
14.97,100,11.25,87,20.30,86,Kochsandorite,CaAl2(CO3)2(OH)4•H2O
14.95,100,32.12,86,28.13,53,Atencioite,Ca2Fe++[  ]Mg2Fe++2Be4(PO4)6(OH)4•6H2O
14.95,100,26.19,80,30.17,60,Studtite,[(UO2)O2(H2O)2](H2O)2
14.94,100,13.06,63,17.60,58,Metarossite,CaV2O6•2(H2O)
14.93,100,25.50,90,38.10,70,Cesbronite-x,Cu5(TeO3)2(OH)6•2(H2O)
14.93,100,24.37,100,30.08,80,Whewellite,Ca(C2O4)•(H2O)
14.93,100,38.10,90,18.13,70,Cesbronite-x,Cu5(TeO3)2(OH)6•2(H2O)
14.92,100,25.50,92,18.13,71,Cesbronite,Cu5(TeO3)2(OH)6•2(H2O)
14.90,100,30.06,43,17.00,37,Schertelite,(NH4)2MgH2(PO4)2•4(H2O)
14.90,100,30.10,100,28.77,90,Ferritungstite,"(K,Ca,Na)(W++++++,Fe+++)2(O,OH)6•(H2O)"
14.89,100,18.41,65,28.14,44,Ruifrancoite,"Ca2([  ],Mn)2(Fe+++,Mn,Mg)4Be4(PO4)6(OH)4•6H2O"
14.89,100,27.57,100,29.09,60,Paganoite,"(Ni,Co)BiAsO5"
14.89,100,28.14,65,9.32,44,Ruifrancoite,"Ca2([  ],Mn)2(Fe+++,Mn,Mg)4Be4(PO4)6(OH)4•6H2O"
14.88,100,29.65,90,13.70,80,Paraumbite,K3Zr2HSi6O18•n(H2O) n=3 to 7
14.85,100,9.22,90,28.04,70,Roscherite,"Ca(Mn++,Fe++)5Be4(PO4)6(OH)4•6(H2O)"
14.83,-,20.49,-,21.08,-,Kumdykolite,NaAlSi3O8
14.83,100,14.48,80,28.87,70,Nabesite,Na2BeSi4O10•4(H2O)
14.80,100,28.29,90,9.32,90,Guimaraesite,"Ca2(Zn,Mg,Fe)5Be4(PO4)6(OH)4•6H2O"
14.80,100,9.32,90,28.29,90,Guimaraesite,"Ca2(Zn,Mg,Fe)5Be4(PO4)6(OH)4•6H2O"
14.78,100,24.85,90,16.19,70,Melanophlogite,"SiO2•n(C,H,O,S)"
14.76,100,9.23,53,27.93,44,Footemineite,Ca2Mn++Mn++2Mn++2Be4(PO4)6(OH)4•6H2O
14.74,100,29.73,70,29.29,60,Olmsteadite,"KFe++2(Nb,Ta)(PO4)2O2•2(H2O)"
14.73,100,29.71,80,29.22,70,Johnwalkite,"K(Mn++,Fe+++,Fe++)2(Nb,Ta)(PO4)2O2((H2O),OH)2"
14.71,100,24.07,67,42.19,30,Mcguinnessite,"(Mg,Cu)2(CO3)(OH)2"
14.70,100,11.28,100,27.42,80,Sitinakite,"Na2K(Ti,Nb)4O4(SiO4)2(O,OH)•4(H2O)"
14.70,100,26.47,68,30.35,55,Ramanite-(Cs),Cs[B5O6(OH)4]•2H2O
14.68,100,26.75,80,13.18,80,Nielsbohrite,K(UO2)3(AsO4)(OH)4•H2O
14.68,100,13.18,80,26.75,80,Nielsbohrite,K(UO2)3(AsO4)(OH)4•H2O
14.64,100,7.32,100,21.98,90,Arakiite,"(Zn,Mn++)(Mn++,Mg)12(Fe+++,Al)2(AsO3)(AsO4)2(OH)23"
14.64,100,26.80,59,12.79,26,Vajdakite,[(MoO2)2(H2O)2As2O5]•(H2O)
14.61,100,29.96,90,22.38,80,Natrosilite,Na2Si2O5
14.59,100,27.29,90,29.52,50,Gainesite,Na2Zr2Be(PO4)4•1-2(H2O)
14.58,100,22.66,100,23.67,100,Pentagonite,Ca(VO)Si4O10•4(H2O)
14.56,100,15.76,90,9.27,80,Nevadaite,"(Cu++,[ ],Al,V+++)6[Al8(PO4)8F8] (H2O)23"
14.55,100,23.03,90,25.64,80,Frolovite,CaB2(OH)8
14.51,100,15.75,91,9.29,67,Cloncurryite,"[Cu0.56(VO)0.44]Al2(PO4)2(F,OH)•2.5H2O)"
14.48,100,28.18,65,38.34,53,Boehmite,AlO(OH)
14.48,100,19.71,90,28.04,70,Moydite-(Y),YB(OH)4(CO3)
14.48,100,20.49,100,32.90,80,Epistolite,"(Na,[ ])2{(Na,Ti)4[Nb2(O,H2O)4Si4O14](OH,F)2}•2H2O"
14.41,100,20.25,80,25.31,60,Kamphaugite-(Y),(Ca1.84REEx)(Y1.46REE0.54-x)(CO3)4(OH)1.65•2(H2O)
14.39,100,39.55,45,49.79,25,Molybdenite,MoS2
14.37,100,29.00,60,8.68,40,Mantienneite,KMg2Al2Ti(PO4)4(OH)3•15(H2O)
14.37,100,29.65,100,32.22,100,Ungursaite,"NaCa5(Ta,Nb)24O65(OH)"
14.36,100,27.11,50,29.37,30,Selwynite,"NaK(Be,Al)Zr2(PO4)4•2(H2O)"
14.34,100,11.87,100,22.96,90,Callaghanite,Cu2Mg2(CO3)(OH)6•2(H2O)
14.32,100,39.55,35,32.77,25,Tungstenite,WS2
14.32,100,32.23,65,20.07,30,Weddellite,Ca(C2O4)•2(H2O)
14.30,100,33.28,70,19.45,60,Vyacheslavite,U++++(PO4)(OH)•2.5(H2O)
14.27,100,40.95,80,33.70,75,Szaibelyite,MgBO2(OH)
14.27,100,8.58,90,11.85,80,Paulkerrite,"K(Mg,Mn)2(Fe+++,Al)2Ti(PO4)4(OH)3•15(H2O)"
14.27,100,27.42,100,47.30,90,Pseudo-autunite,(H3O)4Ca2(UO2)2(PO4)4•5(H2O) (?)
14.27,100,25.39,100,29.70,100,Grumantite,NaHSi2O5•(H2O)
14.26,100,22.82,95,28.83,65,Howlite,Ca2B5SiO9(OH)5
14.26,100,37.23,90,29.86,90,Grandviewite,Cu3Al9(SO4)2(OH)29
14.26,100,29.86,90,37.23,90,Grandviewite,Cu3Al9(SO4)2(OH)29
14.24,100,12.25,100,28.74,70,Kaliborite,KHMg2B12O16(OH)10•4(H2O)
14.23,100,27.33,100,32.17,80,Odanielite,"Na(Zn,Mg)3H2(AsO4)3"
14.20,100,28.40,80,22.43,70,Curite,"Pb3+x(H2O)2[(UO2)4+x(OH)3-x]2, x~0.5"
14.20,100,28.31,90,8.50,90,Matveevite,KTiMn2Fe+++2(PO4)4(OH)3•15(H2O)
14.20,100,8.50,90,28.31,90,Matveevite,KTiMn2Fe+++2(PO4)4(OH)3•15(H2O)
14.18,100,12.48,50,25.21,40,Decrespignyite-(Y),"(Y,REE)4Cu(CO3)4Cl(OH)5•2(H2O)"
14.16,100,13.61,70,27.59,60,Alumohydrocalcite,CaAl2(CO3)2(OH)4•3(H2O)
14.14,100,27.08,90,36.34,80,Lepidocrocite,FeO(OH)
14.14,100,28.49,100,8.59,90,Benyacarite,"(H2O,K)2Ti(Mn++,Fe++)2(Fe+++,Ti)2Ti(PO4)4(O,F)2•14(H2O)"
14.09,100,28.40,60,26.59,20,Sincosite,Ca(V++++O)2(PO4)2•5(H2O)
14.09,100,25.50,80,18.55,70,Wakabayashilite,"[(As,Sb)6S9][As4S5]"
14.07,100,47.33,60,28.42,50,Kiddcreekite,Cu6SnWS8
14.00,100,36.22,80,32.61,80,Sussexite,MnBO2(OH)
14.00,100,27.16,75,30.51,65,Krohnkite,Na2Cu(SO4)2•2(H2O)
14.00,100,32.61,80,36.22,80,Sussexite,MnBO2(OH)
13.96,100,28.13,100,29.55,80,Messelite,"Ca2(Fe++,Mn)(PO4)2•2(H2O)"
13.93,100,27.51,60,28.15,40,Gaultite,Na4Zn2Si7O18•5(H2O)
13.93,100,27.77,100,34.18,55,Iriginite,(UO2)(Mo++++++2O7)•3(H2O)
13.85,100,27.92,45,31.04,20,Ulrichite,CaCu(UO2)(PO4)2•4(H2O)
13.85,100,23.90,40,19.36,20,Ewaldite,"(Ba,Sr)(Ca,Na,Y,Ce)(CO3)2"
13.85,100,27.91,100,29.26,80,Lepkhenelmite-Zn,"Ba2Zn(Ti,Nb)4(Si4O12)2(O,OH)4•7(H2O)"
13.84,100,25.92,80,6.90,50,Graemite,CuTeO3•(H2O)
13.83,100,18.78,50,14.51,50,Aksaite,MgB6O7(OH)6•2(H2O)
13.83,100,14.51,50,18.78,50,Aksaite,MgB6O7(OH)6•2(H2O)
13.78,100,12.15,100,22.21,80,Camgasite,CaMg(AsO4)(OH)•5(H2O)
13.76,100,27.71,70,34.47,60,Jensenite,Cu++3Te++++++O6•2(H2O)
13.73,100,9.82,30,10.76,26,Simonellite,C19H24
13.68,100,10.64,100,17.83,25,Meyerhofferite,Ca2B6O6(OH)10•2(H2O)
13.65,100,29.34,80,31.68,70,Fingerite,Cu11(VO4)6O2
13.65,100,27.51,70,28.87,60,Fluellite,Al2(PO4)F2(OH)•7(H2O)
13.65,100,10.41,80,29.22,60,Kamotoite-(Y),"(Y,Nd,Gd)2U++++++4(CO3)3O12•14.5(H2O)"
13.61,100,23.02,90,34.33,70,Nesquehonite,Mg(HCO3)(OH)•2(H2O)
13.61,100,20.35,80,14.05,50,Macdonaldite,BaCa4[Si16O36(OH)2]•10(H2O)
13.57,100,35.45,80,30.81,60,Murunskite,K2Cu3FeS4
13.57,100,27.38,40,21.93,40,Wooldridgeite,Na2CaCu++2(P2O7)2•10(H2O)
13.57,100,14.68,80,29.71,50,Liroconite,Cu2Al(AsO4)(OH)4•4(H2O)
13.57,100,32.36,100,27.08,80,Kainosite-(Y),"Ca2(Y,Ce)2Si4O12(CO3)•(H2O)"
13.57,100,21.93,40,27.38,40,Wooldridgeite,Na2CaCu++2(P2O7)2•10(H2O)
13.56,100,25.14,80,20.23,60,Delrioite,CaSrV2O6(OH)2•3(H2O)
13.55,100,8.90,95,20.93,55,Stercorite,H(NH4)Na(PO4)•4(H2O)
13.53,100,28.14,90,12.56,80,Wheatleyite,Na2Cu(C2O4)2•2(H2O)
13.53,100,27.25,50,18.55,40,Calkinsite-(Ce),"(Ce,La)2(CO3)3•4(H2O)"
13.51,100,26.03,80,27.59,70,Tombarthite-(Y),"Y4(Si,H4)4O12-x(OH)4+2x"
13.51,100,20.21,45,15.00,35,Rhodesite,KHCa2Si8O19•5(H2O)
13.49,100,28.59,70,25.21,50,Carnotite,K2(UO2)2V2O8•3(H2O)
13.47,100,27.14,55,22.21,50,Montroyalite,"Sr4Al8(CO3)3(OH,F)26•10-11(H2O)"
13.47,100,17.25,30,12.69,25,Tunellite,SrB6O9(OH)2•3(H2O)
13.45,100,29.96,30,28.04,26,Annabergite,Ni3(AsO4)2•8(H2O)
13.40,100,28.22,40,45.26,20,Lakebogaite,CaNaFe+++2H(UO2)2(PO4)4(OH)2(H2O)8
13.40,100,45.26,40,31.97,20,Lakebogaite,CaNaFe+++2H(UO2)2(PO4)4(OH)2(H2O)8
13.37,100,21.57,80,23.95,80,Anorthominasragrite,V++++O(SO4)(H2O)5
13.37,100,21.57,80,12.54,80,Anorthominasragrite,V++++O(SO4)(H2O)5
13.37,100,23.95,80,21.57,80,Anorthominasragrite,V++++O(SO4)(H2O)5
13.36,100,30.57,72,18.40,61,Arupite,"(Ni,Fe++)3(PO4)2•8(H2O)"
13.28,100,32.90,70,28.40,50,Hydrozincite,Zn5(CO3)2(OH)6
13.26,100,33.27,70,30.29,70,Pakhomovskyite,Co3(PO4)2•8(H2O)
13.26,100,30.29,70,33.27,70,Pakhomovskyite,Co3(PO4)2•8(H2O)
13.26,100,30.29,70,27.90,70,Pakhomovskyite,Co3(PO4)2•8(H2O)
13.24,100,14.98,80,29.70,70,Tinsleyite,KAl2(PO4)2(OH)•2(H2O)
13.22,100,33.00,50,29.71,50,Hornesite,Mg3(AsO4)2•8(H2O)
13.22,100,29.71,50,33.00,50,Hornesite,Mg3(AsO4)2•8(H2O)
13.20,100,23.90,80,24.16,80,Gebhardite,Pb8(As+++2O5)2OCl6
13.20,100,24.16,80,23.90,80,Gebhardite,Pb8(As+++2O5)2OCl6
13.20,100,10.27,80,21.34,60,Bijvoetite-(Y),"(Y,REE)8(H2O)25(UO2)16O8(OH)8(CO3)16•14(H2O)"
13.20,100,27.65,35,11.11,27,Kottigite,Zn3(AsO4)2•8(H2O)
13.18,100,33.16,70,30.21,60,Baricite,"(Mg,Fe++)3(PO4)2•8(H2O)"
13.18,100,26.54,92,16.53,85,Hungchaoite,MgB4O5(OH)4•7(H2O)
13.18,100,18.24,40,10.29,40,Metavivianite,"(Fe++3-x,Fe+++x)(PO4)2(OH)x•8-x(H2O), x=0.5"
13.18,100,30.59,100,18.87,80,Natroboltwoodite,"(H3O)(Na,K)(UO2)SiO4•(H2O)"
13.18,100,10.29,40,18.24,40,Metavivianite,"(Fe++3-x,Fe+++x)(PO4)2(OH)x•8-x(H2O), x=0.5"
13.16,100,29.73,47,27.62,42,Erythrite,Co3(AsO4)2•8(H2O)
13.14,100,23.90,90,21.34,60,Astrocyanite-(Ce),"Cu2(Ce,Nd,La)2(UO2)(CO3)5(OH)2•1.5(H2O)"
13.11,100,29.50,50,10.97,30,Parasymplesite,Fe++3(AsO4)2•8(H2O)
13.05,100,34.33,80,24.16,70,Aurichalcite,"(Zn,Cu)5(CO3)2(OH)6"
13.03,100,29.15,70,14.78,70,Leucophosphite,KFe+++2(PO4)2(OH)•2(H2O)
13.03,100,26.27,31,17.10,9,Nobleite,CaB6O9(OH)2•3(H2O)
13.03,100,14.78,90,29.26,45,Spheniscidite,"(NH4,K)(Fe+++,Al)2(PO4)2(OH)•2(H2O)"
13.03,100,11.79,16,9.85,16,Symplesite,Fe++3(AsO4)2•8(H2O)
13.03,100,14.78,70,29.15,70,Leucophosphite,KFe+++2(PO4)2(OH)•2(H2O)
13.03,100,9.85,16,11.79,16,Symplesite,Fe++3(AsO4)2•8(H2O)
13.01,100,30.06,67,33.03,67,Vivianite,Fe++3(PO4)2•8(H2O)
13.01,100,33.03,67,30.06,67,Vivianite,Fe++3(PO4)2•8(H2O)
12.99,100,40.25,80,17.43,80,Paraotwayite,"Ni(OH)2-x(SO4,CO3)0.5x x=.5"
12.99,100,31.37,90,29.93,80,Rouseite,Pb2Mn++(As+++O3)2•2(H2O)
12.99,100,26.19,90,30.27,80,Boltwoodite,HK(UO2)(SiO4)•1.5(H2O)
12.99,100,16.40,90,10.18,90,Liebigite,Ca2(UO2)(CO3)3•11(H2O)
12.99,100,17.43,80,40.25,80,Paraotwayite,"Ni(OH)2-x(SO4,CO3)0.5x x=.5"
12.99,100,10.18,90,16.40,90,Liebigite,Ca2(UO2)(CO3)3•11(H2O)
12.95,100,20.49,98,33.10,51,Gravegliaite,Mn++(SO3)•3(H2O)
12.93,100,40.62,30,22.15,20,Ernienickelite,NiMn++++3O7•3(H2O)
12.93,100,15.62,80,32.69,60,Otwayite,Ni2(CO3)(OH)2•(H2O)
12.88,100,35.02,90,29.26,80,Tsepinite-K,"(K,Ba,Na)2(Ti,Nb)2(Si4O12)(OH,O)2•3(H2O)"
12.88,100,33.06,80,32.44,80,Gageite,"(Mn,Mg,Zn)42Si16O54(OH)40"
12.88,100,33.06,80,32.44,80,Gageite-2M,"(Mn,Mg,Zn)42Si16O54(OH)40"
12.88,100,32.44,80,33.06,80,Gageite-2M,"(Mn,Mg,Zn)42Si16O54(OH)40"
12.88,100,32.44,80,33.06,80,Gageite,"(Mn,Mg,Zn)42Si16O54(OH)40"
12.82,100,24.64,65,41.38,65,Minguzzite,K3Fe+++(C2O4)3•3(H2O)
12.82,100,7.61,80,26.35,80,Zorite,"Na6Ti5[Si12O34](O,OH)5•11(H2O)"
12.82,100,41.38,65,24.64,65,Minguzzite,K3Fe+++(C2O4)3•3(H2O)
12.82,100,26.35,80,7.61,80,Zorite,"Na6Ti5[Si12O34](O,OH)5•11(H2O)"
12.80,100,9.93,40,22.63,30,Metakottigite,"(Zn,Fe+++,Fe++)3(AsO4)2•8((H2O),OH)"
12.80,100,38.96,80,34.14,80,Gerhardtite,Cu2(NO3)(OH)3
12.80,100,25.75,90,36.46,80,Rouaite,Cu2(NO3)(OH)3
12.80,100,34.14,80,38.96,80,Gerhardtite,Cu2(NO3)(OH)3
12.80,100,27.95,100,28.87,100,Parakuzmenkoite-Fe,"(K,Ba)2Fe(Ti,Nb)4(Si4O12)2(O,OH)4•7(H2O)"
12.80,100,36.46,90,33.55,80,Rouaite,Cu2(NO3)(OH)3
12.79,100,31.44,80,23.53,70,Seamanite,Mn3(PO4)B(OH)6
12.78,100,44.76,98,24.74,55,Yarlongite,(Cr4Fe4Ni)C4
12.78,100,25.83,80,37.83,35,Manandonite,Li2Al4[(Si2AlB)O10](OH)8
12.78,100,21.39,80,24.16,70,Chalconatronite,Na2Cu(CO3)2•3(H2O)
12.78,100,15.08,90,25.19,28,Hoganite,Cu(CH3COO)2•H2O
12.76,100,26.83,90,20.26,60,Caysichite-(Y),"Y2(Ca,Gd)2Si4O10(CO3)3(H2O,O,OH)•3H20"
12.76,100,27.77,100,28.68,90,Neskevaaraite-Fe,"NaK3Fe(Ti,Nb)4(Si4O12)2(O,OH)4•6(H2O)"
12.76,100,28.98,38,28.86,38,Ezcurrite,Na4B10O17•7(H2O)
12.76,100,28.86,38,28.98,38,Ezcurrite,Na4B10O17•7(H2O)
12.75,100,16.58,71,19.47,41,Erdite,NaFeS2•2(H2O)
12.74,100,25.73,70,21.87,50,Aurorite,"(Mn,Ag,Ca)Mn++++3O7•3(H2O)"
12.74,100,25.65,30,33.15,25,Posnjakite,Cu4(SO4)(OH)6•(H2O)
12.73,100,26.91,80,20.98,60,Bearsite,Be2(AsO4)(OH)•4(H2O)
12.71,100,30.38,27,11.00,18,Bobierrite,Mg3(PO4)2•8(H2O)
12.71,100,28.68,90,27.77,80,Alsakharovite-Zn,"NaSrKZn(Ti,Nb)4(Si4O12)2(O,OH)4•7(H2O)"
12.71,100,27.77,70,19.28,60,Uranotungstite,"(Fe++,Ba,Pb)(UO2)2WO4(OH)4•12(H2O)"
12.71,100,27.68,90,28.77,80,Gjerdingenite-Mn,"(K,Na)2(Mn,Fe)(Nb,Ti)4(Si4O12)2(O,OH)4•6(H2O)"
12.71,100,27.66,84,28.64,66,Organovaite-Zn,"K2Zn(Nb,Ti)4(Si4O12)2(O,OH)4•6(H2O)"
12.71,100,27.33,40,26.91,40,Hydrotungstite,H2WO4•(H2O)
12.71,100,25.73,75,17.20,30,Hannayite,(NH4)2Mg3H4(PO4)4•8(H2O)
12.71,100,25.43,60,21.76,50,Chalcophanite,"(Zn,Fe++,Mn++)Mn++++3O7•3(H2O)"
12.71,100,26.91,40,27.33,40,Hydrotungstite,H2WO4•(H2O)
12.71,100,28.77,90,17.94,80,Gjerdingenite-Mn,"(K,Na)2(Mn,Fe)(Nb,Ti)4(Si4O12)2(O,OH)4•6(H2O)"
12.70,100,24.71,70,26.63,70,Margaritasite,"(Cs,K,H3O)2(UO2)2V2O8•(H2O)"
12.70,100,40.41,23,25.55,11,Jianshuiite,"(Mg,Mn++)Mn++++3O7•3(H2O)"
12.70,100,26.63,70,24.71,70,Margaritasite,"(Cs,K,H3O)2(UO2)2V2O8•(H2O)"
12.69,100,18.43,100,20.74,100,Arthurite,"CuFe+++2(AsO4,PO4,SO4)2(O,OH)2•4(H2O)"
12.67,100,10.03,50,15.13,50,Metahaiweeite,"Ca(UO2)2Si6O15•n(H2O), n<5"
12.67,100,15.13,50,10.03,50,Metahaiweeite,"Ca(UO2)2Si6O15•n(H2O), n<5"
12.65,100,27.62,89,28.56,68,Organovaite-Mn,"K2Mn(Nb,Ti)4(Si4O12)2(O,OH)4•6(H2O)"
12.65,100,24.00,89,8.41,57,Swaknoite,(NH4)2Ca(HPO4)2•(H2O)
12.64,100,12.30,99,29.81,73,Elyite,Pb4Cu(SO4)O2(OH)4•(H2O)
12.64,100,27.18,90,20.93,60,Moraesite,Be2(PO4)(OH)•4(H2O)
12.62,100,10.79,80,29.55,70,Manganohornesite,"(Mn,Mg)3(AsO4)2•8(H2O)"
12.59,100,17.74,74,12.45,73,Karupmollerite-Ca,"(Na,Ca,K)2Ca(Nb,Ti)4(Si4O12)2(O,OH)4•7(H2O)"
12.58,100,25.28,70,33.80,40,Fraipontite,"(Zn,Al)3(Si,Al)2O5(OH)4"
12.58,100,20.07,100,7.36,100,Monteregianite-(Y),"(Na,K)6(Y,Ca)2Si16O38•10(H2O)"
12.56,100,25.33,100,35.68,90,Orthochamosite,"(Fe++,Mg,Fe+++)5Al(Si3Al)O10(OH,O)8"
12.56,100,29.86,90,25.14,80,Pentahydroborite,CaB2O(OH)6•2(H2O)
12.56,100,29.73,84,28.29,80,Santaclaraite,CaMn++4Si5O14(OH)2•(H2O)
12.56,100,8.66,95,18.43,65,Cobaltarthurite,CoFe+++2(AsO4)2(OH)2•4(H2O)
12.55,100,25.28,100,35.60,90,Chamosite,"(Fe++,Mg,Fe+++)5Al(Si3Al)O10(OH,O)8"
12.53,100,25.22,86,30.76,78,Coutinhoite,ThxBa1-2x(H2O)y(UO2)2Si5O13•H2O
12.53,100,28.59,90,25.35,80,Zippeite,K4(UO2)6(SO4)3(OH)10•4(H2O)
12.53,100,25.28,100,47.17,70,Amesite,Mg2Al(SiAl)O5(OH)4
